AvgRating,Predictions,Accurate Prediction,BGGId,Name,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
1,0,False,7657,Astron,0,0,0,0,0,0,0,0
1,1,True,7662,Bar-Lev: The Yom-Kippur War of 1973,0,0,1,0,0,0,0,0
0,0,True,7667,History's Mysteries Card Game,0,0,0,0,0,0,0,0
0,0,True,7679,Busine$$ GO,0,0,0,0,0,0,0,0
0,0,True,7680,The Match Game,0,0,0,0,0,0,0,0
0,0,True,7682,Go Fish,0,0,0,0,0,0,0,1
1,1,True,7683,Ronda Magica,0,0,0,0,0,1,0,0
0,0,True,7688,Memory,0,0,0,0,0,0,0,1
0,0,True,7693,Fußball-Bundesliga: Das große Geschäft,0,0,0,0,0,0,0,0
0,0,True,7694,Krypto,0,0,0,0,0,0,0,0
0,0,True,7708,Hisss,0,0,0,0,0,0,0,1
0,0,True,7709,Hands Down,0,0,0,0,0,0,0,0
0,0,True,7710,Tip-It,0,0,0,0,0,1,0,0
0,0,True,7711,Hats Off,0,0,0,0,0,0,0,1
0,0,True,7712,Cluedo  Passport to Murder,0,0,0,0,0,0,0,0
0,0,True,7713,Dingo,0,0,0,0,0,0,0,1
0,0,True,7715,Porca Miseria,0,0,0,0,0,0,0,1
1,1,True,7717,Carcassonne: The Castle,0,1,0,1,0,0,0,0
0,0,True,7718,The Penguin Ultimatum,0,0,0,0,0,1,0,0
0,0,True,7719,Arena Maximus,1,0,0,0,0,0,0,0
0,0,True,7720,The Prince: The Struggle of House Borgia,0,1,0,0,0,0,0,0
0,0,True,7723,"Yeoman: Tactical Warfare in the Renaissance Age, 1250-1550",0,0,1,0,0,0,0,0
1,1,True,7735,Fatal Alliances II,0,0,1,0,0,0,0,0
1,1,True,7739,America in Flames,0,0,1,0,0,0,0,0
1,1,True,7742,Confrontation,0,0,0,0,0,0,0,0
0,0,True,7746,Mountaineering,0,0,0,0,0,0,0,0
1,1,True,7748,The Italian Front: 1915-1918,0,0,1,0,0,0,0,0
1,1,True,7749,Serbia the Defiant / Romania: Transylvanian Gambit,0,0,1,0,0,0,0,0
1,1,True,7750,Tannenberg: Eagles in the East / Galicia: The Forgotten Cauldron,0,0,1,0,0,0,0,0
1,1,True,7752,Over There,0,0,1,0,0,0,0,0
1,1,True,7753,When Eagles Fight,0,0,1,0,0,0,0,0
1,1,True,7754,Smithereens: The End of World War II in Europe,0,0,1,0,0,0,0,0
1,1,True,7755,Victory in Normandy,0,0,1,0,0,0,0,0
0,0,True,7762,Transfer,0,0,0,0,0,1,0,0
1,1,True,7771,En Garde!,0,0,0,0,0,0,0,0
1,1,True,7774,Striker,0,0,1,0,0,0,0,0
1,1,True,7779,Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail,0,0,1,0,0,0,0,0
0,0,True,7795,"Bundeswehr: Northern Germany, late 1970's",0,0,1,0,0,0,0,0
1,1,True,7799,Bloodiest Day,0,0,1,0,0,0,0,0
0,0,True,7802,Tank Commander: The Eastern Front,0,0,1,0,0,0,0,0
0,0,True,7803,O'NO 99,0,0,0,1,0,0,0,0
0,0,True,7804,Dracula,0,1,0,1,0,0,0,0
1,1,True,7805,Fearsome Floors,0,0,0,1,0,0,0,0
0,0,True,7806,King Up!,0,0,0,1,0,0,0,0
0,0,True,7808,Solar Trader,0,0,0,0,0,0,0,0
0,0,True,7811,Stranded,0,0,0,0,0,1,0,0
0,0,True,7815,Secrets of the Deep,0,0,0,0,0,0,0,1
0,0,True,7821,Creepy Freaks,0,0,0,0,0,1,0,0
0,0,True,7822,Buffy the Vampire Slayer: The Board Game,1,0,0,0,0,0,0,0
1,1,True,7823,1837: Rail Building in the Austro-Hungarian Empire,0,1,0,0,0,0,0,0
0,0,True,7824,Break the Safe,0,0,0,1,0,0,0,0
0,0,True,7826,Secrets of the Tombs,0,0,0,1,0,0,0,0
0,0,True,7827,Fast Figure,0,0,0,0,0,0,0,0
1,1,True,7828,Eagles of the Empire: Preussisch-Eylau,0,0,1,0,0,0,0,0
1,1,True,7829,Eagles of the Empire: Friedland,0,0,1,0,0,0,0,0
0,1,False,7830,Eagles of the Empire: Borodino,0,0,1,0,0,0,0,0
1,1,True,7831,Risorgimento 1859: the Second Italian War of Independence,0,0,1,0,0,0,0,0
0,0,True,7834,3 Stones,0,0,0,0,0,1,0,0
0,0,True,7837,Drago Mago,0,0,0,0,0,0,0,0
0,0,True,7838,Emmerlaus Duel of Mages,0,0,0,0,0,0,0,0
1,1,True,7840,The Defense of Rorke's Drift,0,0,1,0,0,0,0,0
1,1,True,7843,Caesar: Conquest of Gaul,0,0,1,0,0,0,0,0
1,1,True,7844,"Operation Typhoon: The German Assault on Moscow, 1941",0,0,1,0,0,0,0,0
0,0,True,7847,Blood on the Snow: The Battle of Suomussalmi,0,0,1,0,0,0,0,0
0,0,True,7848,Snakes and Ladders 3D,0,0,0,0,0,0,0,1
1,1,True,7849,Introduction to Advanced Dungeons & Dragons,0,0,0,0,0,0,0,0
0,0,True,7851,Counting Zzzzs,0,0,0,0,0,0,0,0
1,1,True,7854,YINSH,0,0,0,0,0,1,0,0
1,1,True,7858,Ardennes '44: The Battle of the Bulge,0,0,1,0,0,0,0,0
0,0,True,7860,Simpsons Trading Card Game,0,0,0,0,1,0,0,0
0,0,True,7861,Soldier Emperor,0,0,1,0,0,0,0,0
0,0,True,7862,"Birds, Bugs and Beans",0,0,0,0,0,0,0,1
0,0,True,7864,Wildside,0,0,0,0,0,0,0,0
1,0,False,7865,10 Days in Africa,0,0,0,1,0,0,0,0
0,0,True,7866,10 Days in the USA,0,0,0,1,0,0,0,0
0,0,True,7868,Quadtria,0,0,0,0,0,1,0,0
0,0,True,7869,Balancing Aliens,0,0,0,0,0,0,0,0
1,0,False,7870,Columns,0,0,0,0,0,1,0,0
0,0,True,7912,Sand Castles,0,0,0,0,0,0,0,1
0,0,True,7917,Granny's House,0,0,0,0,0,0,0,1
0,0,True,7918,Eagle Eye Agency,0,0,0,0,0,0,0,0
0,0,True,7920,Snowstorm,0,0,0,0,0,0,0,1
0,0,True,7921,Round-Up,0,0,0,0,0,0,0,1
1,1,True,7922,The 6 Days of Glory,0,0,1,0,0,0,0,0
0,0,True,7924,Harvest Time,0,0,0,0,0,0,0,1
0,0,True,7927,Trivial Pursuit: Junior,0,0,0,0,0,0,0,1
1,1,True,7929,Dungeons & Dragons Miniatures,0,0,0,0,1,0,0,0
1,1,True,7931,Remember Gordon! The Battle of Omdurman,0,0,1,0,0,0,0,0
1,0,False,7934,Imperial Governor & Strategos,0,0,1,0,0,0,0,0
1,1,True,7935,1844: Schweiz,0,1,0,0,0,0,0,0
0,0,True,7938,The Battle of Prague,0,0,1,0,0,0,0,0
0,1,False,7939,Vector,0,0,0,0,0,1,0,0
0,0,True,7941,NATO: Operational Combat in Europe in the 1970's,0,0,1,0,0,0,0,0
0,0,True,7943,BattleTech: Battletroops,0,0,1,0,0,0,0,0
0,0,True,7944,Tortuga,0,0,0,0,0,0,0,0
0,0,True,7947,Lucky Catch,0,0,0,0,0,0,0,1
0,0,True,7948,"Dark Ages: Tactical Warfare, 500-1300",0,0,1,0,0,0,0,0
1,1,True,7950,Chronopia,1,0,1,0,0,0,0,0
0,0,True,7955,"Seelöwe: The German Invasion of Britain, 1940",0,0,1,0,0,0,0,0
0,0,True,7956,Formel 1 Nürburgring,0,0,0,0,0,0,0,0
0,0,True,7958,The 80's Game,0,0,0,0,0,0,0,0
0,0,True,7960,Flags of the World,0,0,0,0,0,0,0,0
0,0,True,7963,Clash of Steel,0,0,1,0,0,0,0,0
0,0,True,7964,West Wall,0,0,1,0,0,0,0,0
1,1,True,7966,Nomad Gods,0,0,1,0,0,0,0,0
0,0,True,7967,Mutiny!,0,0,0,1,0,0,0,0
1,1,True,7970,Arctic Storm: The Russo-Finnish Winter War 1939-40,0,0,1,0,0,0,0,0
0,0,True,7972,Crocodile Pool Party,0,0,0,0,0,0,0,0
0,0,True,7973,My Haunted Castle,0,0,0,0,0,0,0,0
1,1,True,7975,Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,0,0,1,0,0,0,0,0
0,0,True,7976,Fantasy Pub,0,1,0,1,0,0,0,0
0,0,True,7977,Balkan Hell,0,0,1,0,0,0,0,0
1,1,True,7978,Mason-Dixon: The Second American Civil War,0,0,1,0,0,0,0,0
1,0,False,7980,Mississippi Banzai,0,0,1,0,0,0,0,0
0,0,True,7981,Paradux,0,0,0,0,0,1,0,0
0,0,True,7982,DeltaVee,0,0,1,0,0,0,0,0
0,1,False,7986,Crazy Rally,0,0,0,0,0,0,0,0
0,0,True,7989,Spooks,0,0,0,0,0,0,0,0
0,1,False,7991,Napoleon and the Archduke Charles: The Battle of Eckmuhl,0,0,1,0,0,0,0,0
1,1,True,7992,Battle Cry of Freedom,0,0,1,0,0,0,0,0
0,0,True,7993,Pole Position,0,0,0,0,0,0,0,0
1,1,True,7994,"Silver Bayonet: The First Team in Vietnam, 1965",0,0,1,0,0,0,0,0
0,0,True,7995,Quits,0,0,0,0,0,1,0,0
0,0,True,7999,Airlines: United States Set 2,0,0,0,0,0,0,0,0
0,0,True,8001,"Tahiti:  Clan Warfare, Polynesia 750 AD",0,0,1,0,0,0,0,0
1,1,True,8003,Warhammer Ancient Battles,0,0,1,0,0,0,0,0
0,0,True,8008,The Construction Game,0,0,0,0,0,0,0,0
0,0,True,8009,Where in the World is Carmen Sandiego?,0,0,0,0,0,0,0,0
0,0,True,8017,Feurio!,0,0,0,1,0,1,0,0
0,0,True,8024,Up Scope! Tactical Submarine Warfare in the 20th Century,0,0,1,0,0,0,0,0
0,0,True,8031,Citadel Combat Cards,0,0,0,0,0,0,0,1
0,0,True,8032,4 CYTE (Foresight),0,0,0,0,0,0,0,0
1,1,True,8033,Search & Destroy: Tactical Combat Vietnam – 1965-1966,0,0,1,0,0,0,0,0
1,1,True,8036,"Legion: Tactical Warfare in the Roman Age, 100BC-700AD",0,0,1,0,0,0,0,0
0,0,True,8037,Patrol!: Man-to-Man Combat in the 20th Century,0,0,1,0,0,0,0,0
0,0,True,8038,Eagles of the Empire: Napoleon in the Desert,0,0,1,0,0,0,0,0
0,0,True,8039,Trivial Pursuit: DVD – Pop Culture Game,0,0,0,0,0,0,0,0
0,0,True,8041,Monopoly: The Lord of the Rings Trilogy Edition,0,0,0,0,0,0,0,0
0,1,False,8042,Heavy Gear Tactical,0,0,1,0,0,0,0,0
1,1,True,8043,Gear Krieg Wargame,0,0,1,0,0,0,0,0
1,1,True,8045,Princes of the Renaissance,0,1,0,0,0,0,0,0
1,1,True,8046,Alien Space Battle Manual,0,0,1,0,0,0,0,0
1,1,True,8049,Chronopia: War in the Eternal Realm,0,0,1,0,0,0,0,0
1,1,True,8051,Attika,0,1,0,0,0,0,0,0
0,0,True,8056,"Operation Shoestring: The Guadalcanal Campaign, 1942",0,0,1,0,0,0,0,0
0,0,True,8057,1944: Second Front,0,0,1,0,0,0,0,0
0,0,True,8059,Ideology: The War of Ideas,0,1,0,0,0,0,0,0
0,0,True,8063,Ghettopoly,0,0,0,0,0,0,0,0
1,1,True,8066,CrossFire: Rules and Organizations for Company Level WW II Gaming,0,0,1,0,0,0,0,0
0,0,True,8067,Royalists & Roundheads III,0,0,1,0,0,0,0,0
0,0,True,8069,Clue FX,0,0,0,1,0,0,0,0
1,1,True,8070,The Great War in the East: Four World War 1 Battles,0,0,0,0,0,0,0,0
0,0,True,8071,Tannenberg and the Opening Battles in the East 1914,0,0,1,0,0,0,0,0
0,0,True,8079,MLB SportsClix,0,0,0,0,1,0,0,0
0,0,True,8081,The Cat in the Hat Game,0,0,0,0,0,0,0,1
0,0,True,8088,Scrabble Rebus,0,0,0,0,0,0,0,0
0,0,True,8089,X-Machina,0,0,0,0,0,0,0,0
1,1,True,8093,Bulls-Eye Ball,0,0,0,0,0,0,0,0
1,1,True,8095,Prophecy,1,0,0,0,0,0,0,0
0,0,True,8096,Logistico,0,1,0,0,0,0,0,0
0,0,True,8097,Ten Commandments Bible Game,0,0,0,0,0,1,0,0
0,1,False,8098,Jungle Speed,0,0,0,0,0,0,1,0
0,0,True,8100,Frik,0,0,0,0,0,0,0,0
0,0,True,8101,Team Yankee,0,0,1,0,0,0,0,0
0,0,True,8102,Typhon sur le Pacifique,0,0,1,0,0,0,0,0
0,0,True,8103,.hack//ENEMY,0,0,0,0,1,0,0,0
0,0,True,8104,Monopoly: European Edition,0,0,0,0,0,0,0,0
1,0,False,8107,Risk: The Lord of the Rings Trilogy Edition,1,0,0,0,0,0,0,0
1,1,True,8109,The Battle of Lobositz,0,0,1,0,0,0,0,0
0,0,True,8110,The Battle of Raphia,0,0,1,0,0,0,0,0
0,0,True,8121,Stargate SG-1,0,0,0,0,0,0,0,0
0,0,True,8122,Konane,0,0,0,0,0,1,0,0
0,0,True,8124,Industria,0,1,0,0,0,0,0,0
1,1,True,8125,Santiago,0,1,0,0,0,0,0,0
0,0,True,8126,Maya,0,1,0,0,0,0,0,0
0,0,True,8127,Lucky Loop,0,0,0,0,0,0,0,0
0,0,True,8128,Atta Ants,0,1,0,0,0,1,0,0
1,1,True,8129,Sluff Off!,0,0,0,1,0,0,0,0
0,0,True,8130,Die Fugger,0,1,0,0,0,0,0,0
0,0,True,8132,Winter Fury: The Battle of Tolvajärvi 1939,0,0,1,0,0,0,0,0
0,0,True,8133,30 Second Mysteries,0,0,0,0,0,0,0,0
0,0,True,8134,History of War,0,0,1,0,0,0,0,0
1,1,True,8138,Kogge,0,1,0,0,0,0,0,0
0,0,True,8139,The Lord of the Rings: Combat Hex Tradeable Miniatures Game,0,0,0,0,1,0,0,0
1,1,True,8140,Global Powers,0,0,0,0,0,0,0,0
1,1,True,8147,Maka Bana,0,1,0,1,0,0,0,0
0,0,True,8159,Regista,0,0,0,0,0,0,0,0
0,0,True,8160,Illuminati: Crime Lords,0,0,0,0,0,0,0,0
1,1,True,8161,Fall of Berlin,0,0,1,0,0,0,0,0
0,0,True,8166,Anno 1503,0,1,0,1,0,0,0,0
0,0,True,8168,Campus,0,0,0,0,0,0,0,0
0,1,False,8170,Return of the Heroes,1,0,0,0,0,0,0,0
1,1,True,8172,Coyote,0,0,0,0,0,0,1,0
0,0,True,8173,Battleship: Tactical Capital Ship Combat 1925-1945,0,0,1,0,0,0,0,0
0,0,True,8177,UNO: Spider-Man,0,0,0,0,0,0,0,1
0,0,True,8178,Constellation,0,0,0,0,0,1,0,0
0,0,True,8179,Yellowstone Park,0,0,0,0,0,0,0,0
0,1,False,8180,Floriado,0,0,0,0,0,1,0,0
0,0,True,8188,Die wilden Fußballkerle,0,0,0,0,0,0,0,0
1,1,True,8190,The Bridges of Shangri-La,0,1,0,0,0,0,0,0
0,0,True,8191,Snail Race,0,0,0,0,0,0,0,1
0,0,True,8192,Railroad Dice,0,1,0,0,0,0,0,0
0,0,True,8193,Chainmail,0,0,1,0,0,0,0,0
1,1,True,8195,Viva Topo!,0,0,0,0,0,0,0,1
0,0,True,8196,AeroTech: The BattleTech Game of Fighter Combat,1,0,1,0,0,0,0,0
0,1,False,8201,In 80 Karten um die Welt,0,0,0,0,0,0,0,0
1,1,True,8203,"Hey, That's My Fish!",0,0,0,1,0,1,0,0
0,0,True,8204,Star Wars: Death Star Assault Game,0,0,0,0,0,0,0,0
0,0,True,8207,Dungeoneer: Vault of the Fiends,1,0,0,0,0,0,0,0
1,1,True,8208,Trial of Strength: War on the Eastern Front,0,0,1,0,0,0,0,0
0,0,True,8210,Monopoly: The Wizard of Oz – Collector's Edition,0,0,0,0,0,0,0,0
0,0,True,8211,Great States!,0,0,0,0,0,0,0,1
1,1,True,8217,San Juan,0,1,0,0,0,0,0,0
0,0,True,8220,Civil War,0,0,1,0,0,0,0,0
0,0,True,8221,The 90's Game,0,0,0,0,0,0,0,0
0,0,True,8222,Spank the Monkey,1,0,0,0,0,0,1,0
0,0,True,8229,Armadöra,0,0,0,1,0,1,0,0
0,0,True,8232,Zauberschwert & Drachenei,0,1,0,0,0,0,0,0
0,0,True,8233,Lords & Wizards,0,0,1,0,0,0,0,0
0,0,True,8243,Rolit,0,0,0,0,0,1,0,0
1,1,True,8245,Bloody Buna,0,0,1,0,0,0,0,0
0,0,True,8246,Race to the Meuse,0,0,1,0,0,0,0,0
0,0,True,8247,Hoppla Lama,0,0,0,0,0,0,0,0
0,0,True,8249,China Incident,0,0,1,0,0,0,0,0
1,1,True,8250,Patton's 3rd Army: The Lorraine Campaign,0,0,1,0,0,0,0,0
0,0,True,8252,Lods 1914: Blitzkrieg in the East,0,0,1,0,0,0,0,0
0,0,True,8253,Moscow Burning: The Next Russian Civil War,0,0,1,0,0,0,0,0
0,0,True,8254,Balance,0,0,0,1,0,0,0,1
0,0,True,8256,LEGO Constructionary Game,0,0,0,0,0,0,0,0
1,1,True,8258,"Solomons Campaign: Air, Land, and Sea Warfare, Pacific 1942",0,0,1,0,0,0,0,0
0,0,True,8262,Mücke mit Tücke,0,0,0,0,0,0,0,1
0,0,True,8267,Bunker Hill,0,0,1,0,0,0,0,0
0,0,True,8273,Alexandros,0,1,0,0,0,0,0,0
0,1,False,8279,Death Angel,0,0,0,0,0,0,0,0
0,1,False,8283,Blood & Thunder: Tactical Combat on the Eastern Front,0,0,1,0,0,0,0,0
1,1,True,8284,Assault: Tactical Combat in Europe – 1985,0,0,1,0,0,0,0,0
1,1,True,8285,"Boots & Saddles, An Assault Series Module",0,0,1,0,0,0,0,0
0,0,True,8295,Secrets of the Pyramids,0,0,0,0,0,0,0,1
0,1,False,8304,So Long Sucker,0,0,0,0,0,0,0,0
0,0,True,8307,Killer,1,0,0,0,0,0,1,0
0,0,True,8308,3D Labyrinth,0,0,0,0,0,0,0,1
1,1,True,8316,Over the Reich,0,0,1,0,0,0,0,0
1,1,True,8317,The Sands of War,0,0,1,0,0,0,0,0
0,0,True,8319,Sixth Fleet: US/Soviet Naval Operations in the Mediterranean in the 1970's,0,0,1,0,0,0,0,0
1,1,True,8320,Sicily: The Race for Messina,0,0,1,0,0,0,0,0
0,0,True,8321,Beirut ‘82: Arab Stalingrad,0,0,1,0,0,0,0,0
0,0,True,8322,"Chad: The Toyota Wars, 1979-1988",0,0,1,0,0,0,0,0
0,0,True,8324,The China War: Sino-Soviet Conflict in the 1980s,0,0,1,0,0,0,0,0
1,1,True,8325,The Desert Fox: Rommel's Campaign for North Africa April 1941-December 1942,0,0,1,0,0,0,0,0
0,0,True,8326,The Fall of Rome,0,0,1,0,0,0,0,0
0,0,True,8327,Men At Arms,0,0,1,0,0,0,0,0
0,0,True,8328,Paratroop,0,0,1,0,0,0,0,0
0,0,True,8329,"Pegasus Bridge: The Beginning of D-Day – June 6, 1944",0,0,1,0,0,0,0,0
0,0,True,8330,Rapid Deployment Force (RDF),0,0,1,0,0,0,0,0
0,0,True,8331,Revolt in the East: Warsaw Pact Rebellion in the 1970's,0,0,1,0,0,0,0,0
0,0,True,8332,Red Beach One: Tarawa,0,0,1,0,0,0,0,0
1,1,True,8334,Trail of the Fox,0,0,1,0,0,0,0,0
0,0,True,8335,Say What!?!,0,0,0,0,0,0,0,0
0,0,True,8336,Top Speed,0,0,0,0,0,0,0,0
0,0,True,8337,Wapi,0,0,0,0,0,1,0,0
0,0,True,8349,Farm Families,0,0,0,0,0,0,0,1
1,0,False,8350,Napoleon at Eylau,0,0,1,0,0,0,0,0
1,1,True,8351,"Clash of Titans: The Tank Battle for Kursk, 1943",0,0,1,0,0,0,0,0
1,1,True,8352,Turning the Tables,0,0,1,0,0,0,0,0
1,1,True,8353,"Triumphant Return: The Soviet Liberation of Kiev, November 1943",0,0,1,0,0,0,0,0
1,1,True,8354,Velikye Luki,0,0,1,0,0,0,0,0
1,1,True,8355,Drive to the Baltic!,0,0,1,0,0,0,0,0
1,1,True,8356,Iron Dream,0,0,1,0,0,0,0,0
1,1,True,8358,East Front Battles I: Blitzkrieg in the South,0,0,1,0,0,0,0,0
0,0,True,8360,Lost Battles: Operational Combat in Russia,0,0,1,0,0,0,0,0
1,1,True,8362,Strategy I: Strategic Warfare 350BC to 1984,0,0,1,0,0,0,0,0
1,0,False,8363,Turning Point: The Battle of Stalingrad,0,0,1,0,0,0,0,0
0,0,True,8364,Assault on Leningrad,0,0,1,0,0,0,0,0
0,0,True,8365,Napoleon at Lutzen,0,0,1,0,0,0,0,0
0,0,True,8366,Wellington Vs Massena,0,0,1,0,0,0,0,0
0,0,True,8382,Light Division,0,0,1,0,0,0,0,0
1,1,True,8383,Thirty Years War,0,0,0,0,0,0,0,0
0,0,True,8388,Napoleon's Later Battles I,0,0,1,0,0,0,0,0
0,0,True,8392,Buckaroo!,0,0,0,0,0,0,0,1
0,0,True,8393,Monopoly: NHL,0,0,0,0,0,0,0,0
0,0,True,8394,Ludoviel,0,0,0,0,0,0,0,0
0,0,True,8400,Travel Buff,0,0,0,0,0,0,0,0
1,1,True,8402,The Great Pacific War: The Second World War in the Pacific,0,0,1,0,0,0,0,0
0,0,True,8405,Hamburger Hill,0,0,1,0,0,0,0,0
0,0,True,8406,Operation Solace,0,0,1,0,0,0,0,0
0,0,True,8408,Siege at Peking,0,0,1,0,0,0,0,0
0,0,True,8409,Red Baron,0,0,1,0,0,0,0,0
1,1,True,8410,Star Wars: Silent Death Starfighter Combat Game,0,0,1,0,0,0,0,0
1,1,True,8415,En Pointe Toujours II: Normandie 1944,0,0,1,0,0,0,0,0
0,0,True,8419,Operation Apocalypse,0,0,1,0,0,0,0,0
0,0,True,8424,"Panzer '44: Tactical Armored Combat, Europe, 1944-45",0,0,1,0,0,0,0,0
0,0,True,8426,Man to Man,0,0,1,0,0,0,0,0
1,1,True,8428,Shenandoah: A Civil War Games of the Valley Campaigns – 1862 and 1864,0,0,1,0,0,0,0,0
0,0,True,8429,Combat Command: Tactical Armored Warfare,0,0,1,0,0,0,0,0
0,0,True,8432,Sorry! The Disney Edition,0,0,0,0,0,0,0,1
1,1,True,8434,Extinction: The Game Of Ecology,0,0,0,0,0,0,0,0
1,1,True,8436,MechWar 2,0,0,0,0,0,0,0,0
0,0,True,8446,Campaigns in the Valley,0,0,1,0,0,0,0,0
0,0,True,8447,Objective: Tunis,0,0,1,0,0,0,0,0
0,0,True,8448,Bible Challenge,0,0,0,0,0,0,0,0
0,0,True,8450,Hector and Achilles,0,1,0,0,0,0,0,0
0,0,True,8452,Unconditional Surrender,0,0,1,0,0,0,0,0
0,0,True,8454,Rise of the House of Sa'ud,0,0,1,0,0,0,0,0
0,0,True,8455,Anvil-Dragoon: Southwall 1944,0,0,1,0,0,0,0,0
0,0,True,8456,Fight on the Beaches,0,0,1,0,0,0,0,0
0,0,True,8457,Condottieri: The Battle of Castagnaro,0,0,1,0,0,0,0,0
0,0,True,8459,Schwarzarbeit,0,0,0,0,0,0,0,0
0,0,True,8461,First Team: Vietnam,0,0,1,0,0,0,0,0
0,0,True,8470,"Pearl Harbor: The War Against Japan, 1941-1945",0,0,1,0,0,0,0,0
0,0,True,8471,Trenchfoot,0,0,1,0,0,0,0,0
0,0,True,8475,Tempus Draconis,0,0,0,0,0,0,0,0
0,0,True,8476,Le Saghe di Conquest,0,0,0,0,0,0,0,0
0,0,True,8477,"10-Four, Good Buddy",0,0,0,0,0,1,0,0
0,0,True,8479,Odds'R,0,0,0,0,0,0,0,0
1,1,True,8481,Crusader Rex,0,0,1,0,0,0,0,0
0,0,True,8484,Xena Warrior Princess: The Board Game,0,0,0,0,0,0,0,0
0,0,True,8486,Bed Bugs,0,0,0,0,0,0,0,1
0,0,True,8487,Ants in the Pants,0,0,0,0,0,0,0,1
1,1,True,8490,Age of Napoleon,0,0,1,0,0,0,0,0
0,0,True,8491,Dino Dice,0,0,0,1,0,0,0,0
1,1,True,8495,De Bellis Multitudinis: Wargames Rules for Ancient and Medieval Battles – 3000 BC to 1500 AD,0,0,1,0,0,0,0,0
0,0,True,8497,Torches & Pitchforks,0,0,0,0,0,0,0,0
0,0,True,8499,Bowl and Score,0,0,0,0,0,0,0,0
0,0,True,8502,Big League Baseball,0,0,0,0,0,0,0,0
0,0,True,8503,Arkansas Bluff,0,0,0,0,0,0,0,0
0,0,True,8508,Dork Tower,0,0,0,0,0,0,0,0
1,1,True,8509,"Viking: Tactical Warfare in the Dark Ages, 700-1300",0,0,1,0,0,0,0,0
0,0,True,8514,Forgotten Axis: The Romanian Campaign,0,0,1,0,0,0,0,0
1,1,True,8515,Hybrid,1,0,0,0,0,0,0,0
0,0,True,8517,Master and Commander: The Far Side of the World,0,0,0,0,0,0,0,1
1,1,True,8518,Belisarius: The Byzantine Empire Strikes,0,0,1,0,0,0,0,0
0,0,True,8519,How to Host a Mystery: Star Trek – The Next Generation,0,0,0,0,0,0,0,0
1,1,True,8521,Whistling Death,0,0,1,0,0,0,0,0
0,0,True,8522,Ninja Burger,1,0,0,0,0,0,0,0
0,0,True,8526,Claymania,0,0,0,0,0,0,0,0
0,0,True,8530,Stampede!,0,0,0,0,0,0,0,0
0,1,False,8531,PDQ: The Pretty Darn Quick Word Game,0,0,0,0,0,0,0,1
1,1,True,8533,Quintillions,0,0,0,0,0,1,0,0
1,1,True,8537,Destroyer Captain,0,0,1,0,0,0,0,0
1,1,True,8538,Ironbottom Sound,0,0,1,0,0,0,0,0
0,0,True,8542,Turbo,0,0,0,0,0,0,0,0
1,1,True,8544,Battle for China,0,0,1,0,0,0,0,0
1,1,True,8548,Gounki,0,0,0,0,0,1,0,0
0,0,True,8552,I Go!,0,0,0,1,0,0,0,0
1,1,True,8553,Cannon,0,0,0,0,0,1,0,0
0,0,True,8560,Make 5,0,0,0,0,0,1,0,0
0,0,True,8567,Cargo,0,0,0,0,0,0,0,0
0,0,True,8569,The Haunting House,0,0,0,1,0,0,0,0
0,0,True,8571,Austerlitz 1805: Napoleon's Greatest Victory,0,0,1,0,0,0,0,0
1,1,True,8577,Home Before the Leaves Fall: The Marne Campaign 1914,0,0,1,0,0,0,0,0
0,0,True,8585,Home Improvement,0,0,0,0,0,1,0,0
0,0,True,8589,Viele Dinge,0,0,0,0,0,0,0,1
0,0,True,8593,Wreckage,1,0,0,0,0,0,0,0
0,0,True,8598,Monopoly: Star Trek The Next Generation,0,0,0,0,0,0,0,0
0,0,True,8599,Monopoly: Star Wars Episode II,0,0,0,0,0,0,0,0
0,0,True,8600,up N dn,0,0,0,0,0,0,0,0
0,0,True,8618,This Vs That,0,0,0,0,0,0,0,0
0,0,True,8619,Pictionary: Bible,0,0,0,0,0,0,0,0
0,0,True,8620,Scattergories: Bible Edition,0,0,0,0,0,0,0,0
0,0,True,8621,Bible TriBond,0,0,0,0,0,0,0,0
0,0,True,8624,Outburst Bible Edition,0,0,0,0,0,0,0,0
0,0,True,8626,Assyrian Wars,0,0,1,0,0,0,0,0
0,0,True,8630,Advanced Space Crusade,1,0,0,0,0,0,0,0
0,0,True,8633,Monopoly: Disney,0,0,0,1,0,0,0,1
0,0,True,8636,The Grape Escape,0,0,0,0,0,0,0,1
0,0,True,8637,Tears of the Dragon,1,0,1,0,0,0,0,0
0,0,True,8638,Monopoly Junior: Travel Edition,0,0,0,0,0,0,0,1
0,1,False,8643,Brawling Battleships,0,0,1,0,0,1,0,0
0,0,True,8644,Masquerade,0,0,0,0,0,0,0,0
1,1,True,8651,Pi mal Daumen,0,0,0,0,0,0,0,0
0,0,True,8652,The Haunted Clock Tower,0,0,0,0,0,0,0,1
0,0,True,8654,Grand Prix,0,0,0,0,0,0,0,1
0,0,True,8658,Monopoly: French,0,0,0,0,0,0,0,1
0,0,True,8666,Days of Decision,0,0,1,0,0,0,0,0
0,0,True,8668,Igloo Pop,0,0,0,1,0,0,0,1
